Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
120,Gabriel Deck\deckga01,PF,25,OKC,5,0,19.4,3.2,7.4,.432,0.2,1.8,.111,3.0,5.6,.536,.446,2.0,2.6,.769,1.8,2.8,4.6,2.8,0.8,0.0,0.4,1.0,8.6
121,Dewayne Dedmon\dedmode01,C,31,MIA,11,0,13.2,3.2,4.3,.745,0.0,0.3,.000,3.2,4.0,.795,.745,1.7,2.0,.864,2.1,3.8,5.9,0.6,0.6,0.5,0.8,1.8,8.1
122,Matthew Dellavedova\dellama01,PG,30,CLE,13,1,17.2,1.1,4.3,.250,0.3,1.9,.160,0.8,2.4,.323,.286,0.3,0.3,1.000,0.5,1.4,1.8,4.5,0.3,0.1,0.5,1.6,2.8
123,DeMar DeRozan\derozde01,PF,31,SAS,55,55,34.0,7.4,15.1,.490,0.3,1.3,.247,7.1,13.7,.514,.501,6.3,7.1,.885,0.7,3.6,4.3,7.3,0.9,0.3,1.9,2.1,21.4
124,Mamadi Diakite\diakima01,PF,24,MIL,12,0,8.5,1.0,2.4,.414,0.1,0.6,.143,0.9,1.8,.500,.431,0.5,0.5,1.000,0.5,1.8,2.3,0.5,0.3,0.4,0.3,1.0,2.6
125,Hamidou Diallo\diallha01,SG-SF,22,TOT,50,7,23.2,4.2,8.9,.477,0.5,1.5,.365,3.7,7.4,.500,.508,2.4,3.8,.638,1.2,3.9,5.1,1.9,0.8,0.4,1.4,2.5,11.4
126,Gorgui Dieng\dienggo01,C,31,TOT,33,1,15.1,2.2,4.2,.507,0.8,1.9,.438,1.3,2.3,.566,.607,1.6,1.9,.857,1.1,2.7,3.8,1.2,0.7,0.5,0.8,1.6,6.8
127,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2.0,5.3,.375,0.7,2.3,.286,1.3,3.0,.444,.438,2.0,2.0,1.000,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7
128,Donte DiVincenzo\divindo01,SG,24,MIL,61,61,27.3,3.8,9.1,.416,1.9,5.0,.377,1.9,4.0,.465,.521,0.7,1.0,.721,1.3,4.4,5.7,3.0,1.1,0.2,1.4,1.7,10.2
129,Luka Doncic\doncilu01,PG,21,DAL,60,60,35.1,10.1,20.9,.484,3.0,8.5,.357,7.1,12.4,.570,.556,5.3,7.4,.719,0.8,7.3,8.1,8.9,1.0,0.6,4.4,2.3,28.5
130,Luguentz Dort\dortlu01,SG,21,OKC,51,51,29.8,4.7,12.3,.387,2.2,6.3,.342,2.6,6.0,.434,.474,2.3,3.1,.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,2.6,14.0
131,Damyean Dotson\dotsoda01,SG,26,CLE,41,6,19.1,2.5,6.2,.398,0.9,3.3,.284,1.6,3.0,.525,.473,0.6,0.8,.676,0.1,1.9,2.0,2.0,0.4,0.1,0.9,1.0,6.5
132,Devon Dotson\dotsode01,PG,21,CHI,8,0,3.1,0.5,1.0,.500,0.0,0.1,.000,0.5,0.9,.571,.500,0.0,0.0,,0.3,0.1,0.4,0.4,0.3,0.0,0.0,0.1,1.0
133,Sekou Doumbouya\doumbse01,PF,20,DET,53,9,15.0,1.8,4.9,.375,0.5,2.1,.229,1.4,2.9,.480,.423,0.7,0.9,.714,0.6,1.8,2.5,0.8,0.4,0.1,0.7,1.6,4.8
134,PJ Dozier\doziepj01,SG,24,DEN,50,6,21.8,3.0,7.1,.417,0.9,3.0,.315,2.0,4.1,.490,.483,0.8,1.3,.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7
135,Goran Dragić\dragigo01,PG,34,MIA,45,11,26.7,4.7,10.8,.430,1.6,4.7,.351,3.0,6.2,.491,.506,2.2,2.6,.829,0.5,3.0,3.5,4.5,0.7,0.2,2.4,2.2,13.1
136,Andre Drummond\drumman01,C,27,TOT,40,40,27.3,6.3,12.9,.489,0.0,0.2,.000,6.3,12.7,.497,.489,2.8,4.6,.607,3.5,8.4,11.9,2.1,1.5,1.1,2.8,3.2,15.4
137,Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,.286,0.2,0.5,.400,0.0,0.2,.000,.429,0.0,0.0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
138,Kris Dunn\dunnkr01,PG,26,ATL,4,0,11.3,0.3,3.0,.083,0.0,0.5,.000,0.3,2.5,.100,.083,0.8,1.0,.750,0.0,1.5,1.5,0.5,0.5,0.5,0.8,2.5,1.3
139,Kevin Durant\duranke01,PF,32,BRK,30,27,33.2,9.7,18.0,.538,2.6,5.6,.467,7.0,12.3,.570,.611,6.0,6.9,.879,0.4,6.5,6.9,5.1,0.7,1.2,3.5,2.1,28.0
140,Anthony Edwards\edwaran01,SG,19,MIN,66,49,31.8,6.9,16.8,.410,2.3,7.2,.328,4.5,9.7,.470,.480,2.8,3.6,.771,0.8,3.8,4.7,2.8,1.2,0.5,2.2,1.7,18.9
141,Carsen Edwards\edwarca01,SG,22,BOS,26,1,8.4,1.5,3.4,.449,0.5,1.8,.292,1.0,1.6,.634,.528,0.3,0.4,.818,0.1,0.7,0.8,0.4,0.2,0.0,0.2,0.9,4.0
142,CJ Elleby\ellebcj01,SF,20,POR,26,0,6.9,0.8,2.3,.373,0.3,1.2,.226,0.6,1.1,.536,.432,0.4,0.6,.733,0.4,0.7,1.2,0.4,0.2,0.1,0.2,1.0,2.4
143,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19.0,2.5,7.0,.357,1.0,4.5,.222,1.5,2.5,.600,.429,1.5,2.0,.750,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5
144,Wayne Ellington\ellinwa01,SG,33,DET,45,30,22.0,3.3,7.4,.447,2.6,6.0,.428,0.7,1.4,.532,.621,0.6,0.8,.800,0.3,1.6,1.9,1.4,0.4,0.2,0.7,1.3,9.8
145,Joel Embiid\embiijo01,C,26,PHI,47,47,31.5,9.2,18.0,.511,1.1,3.1,.363,8.1,14.9,.541,.542,9.5,11.1,.855,2.3,8.4,10.8,2.9,1.0,1.4,3.1,2.4,29.1
146,James Ennis\ennisja01,SF,30,ORL,41,37,24.0,2.8,5.9,.473,1.1,2.5,.433,1.7,3.4,.504,.566,1.7,2.1,.805,1.0,3.0,4.0,1.5,0.8,0.2,0.9,2.0,8.4
147,Drew Eubanks\eubandr01,C,23,SAS,47,2,14.0,2.2,3.8,.573,0.0,0.0,1.000,2.1,3.7,.568,.579,1.4,2.0,.705,1.2,3.1,4.3,0.8,0.4,1.0,0.8,1.6,5.8
148,Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
149,Tacko Fall\fallta01,C,25,BOS,16,0,6.6,1.2,1.6,.760,0.0,0.0,,1.2,1.6,.760,.760,0.3,0.8,.308,0.7,1.9,2.6,0.1,0.1,1.0,0.3,1.0,2.6
150,Derrick Favors\favorde01,C,29,UTA,62,0,15.4,2.3,3.6,.628,0.0,0.0,.000,2.3,3.6,.634,.628,0.9,1.2,.727,2.1,3.5,5.6,0.7,0.5,1.0,0.6,2.2,5.5
151,Cristiano Felício\feliccr01,C,28,CHI,15,0,4.1,0.3,0.5,.571,0.0,0.1,.000,0.3,0.4,.667,.571,0.4,0.7,.600,0.4,0.5,0.9,0.5,0.1,0.0,0.3,0.5,0.9
152,Terrance Ferguson\fergute01,SG,22,PHI,13,0,3.8,0.1,0.5,.143,0.0,0.4,.000,0.1,0.2,.500,.143,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.5,0.2
153,Bruno Fernando\fernabr01,C,22,ATL,31,0,6.5,0.5,1.1,.412,0.0,0.1,.000,0.5,1.0,.438,.412,0.4,0.6,.650,0.5,1.7,2.2,0.3,0.1,0.1,0.7,0.7,1.3
154,Yogi Ferrell\ferreyo01,PG,27,TOT,6,0,12.2,2.0,5.5,.364,1.0,2.7,.375,1.0,2.8,.353,.455,0.5,0.8,.600,0.5,0.8,1.3,2.7,0.7,0.2,0.5,0.8,5.5
155,Dorian Finney-Smith\finnedo01,PF,27,DAL,54,54,32.6,3.7,7.8,.470,2.0,5.1,.400,1.6,2.7,.601,.600,0.6,0.7,.769,1.8,3.9,5.6,1.7,0.9,0.4,0.8,2.3,10.0
156,Malik Fitts\fittsma01,PF,23,LAC,3,0,3.7,0.3,1.0,.333,0.3,0.7,.500,0.0,0.3,.000,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
157,Malachi Flynn\flynnma01,PG,22,TOR,42,9,17.8,2.2,6.1,.362,0.9,2.9,.311,1.3,3.2,.407,.436,0.8,1.0,.810,0.2,2.0,2.2,2.7,0.7,0.1,0.9,1.3,6.1
158,Bryn Forbes\forbebr01,SG,27,MIL,65,10,19.6,3.6,7.7,.469,2.2,4.9,.445,1.4,2.8,.511,.611,0.7,0.8,.782,0.2,1.5,1.6,0.6,0.3,0.0,0.6,1.1,10.0
159,Trent Forrest\forretr01,PG,22,UTA,24,0,8.4,0.8,1.7,.488,0.1,0.5,.231,0.7,1.2,.607,.524,0.3,0.3,1.000,0.0,0.9,1.0,1.4,0.2,0.1,0.5,0.6,2.1
160,Evan Fournier\fournev01,SF-SG,28,TOT,37,31,29.6,5.7,12.6,.449,2.6,6.6,.389,3.1,6.1,.513,.550,2.8,3.5,.794,0.2,2.8,3.0,3.2,1.2,0.4,1.8,2.2,16.7
161,De'Aaron Fox\foxde01,PG,23,SAC,58,58,35.1,9.1,19.1,.477,1.8,5.5,.322,7.3,13.6,.539,.523,5.2,7.2,.719,0.6,2.9,3.5,7.2,1.5,0.5,3.0,2.9,25.2
162,Robert Franks\frankro01,PF,24,ORL,7,0,14.4,1.9,4.0,.464,0.7,2.1,.333,1.1,1.9,.615,.554,1.7,1.9,.923,0.9,1.1,2.0,0.7,0.4,0.4,0.3,1.1,6.1
163,Tim Frazier\fraziti01,PG,30,MEM,3,0,11.0,0.7,2.7,.250,0.0,0.7,.000,0.7,2.0,.333,.250,0.0,0.0,,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3
164,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
165,Wenyen Gabriel\gabriwe01,PF,23,NOP,15,0,7.1,0.5,1.6,.333,0.3,0.7,.364,0.3,0.9,.308,.417,0.3,0.6,.556,0.6,0.9,1.5,0.5,0.3,0.2,0.7,0.9,1.7
166,Daniel Gafford\gaffoda01,PF-C,22,TOT,49,11,14.4,2.8,4.0,.692,0.0,0.0,,2.8,4.0,.692,.692,1.2,2.0,.625,1.7,2.6,4.3,0.5,0.5,1.4,0.7,1.8,6.8
167,Danilo Gallinari\gallida01,PF,32,ATL,48,4,24.0,4.1,9.4,.435,2.1,5.1,.413,2.0,4.3,.461,.547,3.3,3.6,.924,0.4,3.8,4.1,1.5,0.6,0.2,0.9,2.0,13.6
168,Langston Galloway\gallola01,SG,29,PHO,37,0,10.6,1.6,3.4,.468,0.9,2.0,.452,0.7,1.4,.491,.599,0.5,0.5,.950,0.1,0.9,1.1,0.6,0.2,0.0,0.4,0.6,4.6
169,Darius Garland\garlada01,PG,21,CLE,53,50,33.5,6.8,15.1,.452,2.0,5.0,.394,4.8,10.1,.480,.517,2.1,2.5,.848,0.4,2.0,2.4,6.2,1.2,0.1,3.1,2.1,17.7
170,Marc Gasol\gasolma01,C,36,LAL,48,42,18.9,1.8,3.9,.457,1.0,2.4,.405,0.8,1.5,.543,.583,0.7,1.0,.729,0.8,3.3,4.1,2.0,0.5,1.1,1.1,2.2,5.3
171,Rudy Gay\gayru01,PF,34,SAS,57,1,21.6,4.2,9.9,.423,1.6,4.2,.388,2.5,5.6,.449,.506,1.3,1.6,.791,0.7,4.1,4.8,1.4,0.7,0.6,1.1,1.9,11.3
172,Paul George\georgpa01,SF,30,LAC,51,51,33.5,8.3,17.6,.473,3.2,7.5,.421,5.2,10.1,.512,.563,3.8,4.3,.873,0.8,5.8,6.6,5.2,1.2,0.5,3.3,2.5,23.6
173,Taj Gibson\gibsota01,PF,35,NYK,39,3,20.6,2.1,3.4,.619,0.1,0.4,.200,2.1,3.1,.672,.631,0.8,1.2,.689,2.2,3.3,5.5,0.7,0.7,1.0,0.5,2.3,5.1
174,Harry Giles\gilesha01,C,22,POR,35,0,9.6,1.2,2.6,.446,0.2,0.6,.381,0.9,2.0,.465,.489,0.5,0.7,.640,0.9,2.7,3.6,0.7,0.2,0.3,0.5,1.5,3.0
175,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,35,35,33.7,8.2,16.1,.508,2.0,4.9,.418,6.2,11.3,.547,.571,5.3,6.5,.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7
176,Anthony Gill\gillan01,PF,28,WAS,24,4,7.9,1.2,2.3,.500,0.3,1.0,.292,0.9,1.3,.656,.563,0.2,0.3,.625,0.6,1.3,1.8,0.4,0.3,0.1,0.3,1.0,2.8
177,Freddie Gillespie\gillefr01,PF,23,TOR,15,0,15.8,2.2,3.9,.559,0.0,0.0,,2.2,3.9,.559,.559,1.1,1.5,.727,1.9,2.1,4.0,0.4,0.5,0.9,0.5,2.0,5.5
178,Rudy Gobert\goberru01,C,28,UTA,65,65,30.8,5.5,8.2,.677,0.0,0.0,.000,5.5,8.1,.681,.677,3.3,5.4,.621,3.3,10.0,13.4,1.2,0.6,2.8,1.6,2.3,14.4
179,Brandon Goodwin\goodwbr01,PG,25,ATL,46,5,13.3,1.8,4.8,.373,0.7,2.2,.304,1.1,2.6,.432,.443,0.6,0.9,.651,0.2,1.3,1.5,2.1,0.3,0.0,0.8,0.9,4.8
180,Aaron Gordon\gordoaa01,PF,25,TOT,46,46,27.9,4.6,10.0,.457,1.2,3.6,.341,3.3,6.4,.522,.518,2.1,3.2,.651,1.5,4.3,5.8,3.3,0.6,0.7,2.1,1.9,12.5
181,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
182,Devonte' Graham\grahade01,PG,25,CHO,51,44,30.0,4.5,12.1,.374,3.2,8.6,.373,1.3,3.5,.376,.506,2.3,2.7,.821,0.4,2.3,2.7,5.4,0.9,0.1,1.6,1.4,14.5
183,Jerami Grant\grantje01,SF,26,DET,53,53,34.1,7.5,17.4,.428,2.2,6.1,.354,5.3,11.3,.469,.491,5.4,6.4,.849,0.7,4.0,4.6,2.8,0.7,1.1,2.0,2.3,22.5
184,Danny Green\greenda02,SF,33,PHI,64,64,28.1,3.3,7.9,.417,2.5,6.3,.408,0.7,1.6,.452,.578,0.4,0.5,.771,0.8,3.0,3.8,1.7,1.4,0.8,1.0,1.9,9.5
185,Draymond Green\greendr01,PF,30,GSW,59,59,31.2,2.6,5.9,.437,0.5,1.9,.252,2.1,3.9,.528,.478,1.0,1.3,.766,0.9,6.2,7.1,8.7,1.6,0.8,3.1,3.1,6.6
186,JaMychal Green\greenja01,PF,30,DEN,52,4,18.9,3.0,6.4,.468,1.3,3.3,.402,1.7,3.1,.541,.574,0.8,0.9,.833,1.5,3.5,4.9,0.8,0.5,0.4,0.9,2.4,8.1
187,Javonte Green\greenja02,SG-PG,27,TOT,35,2,11.4,1.2,2.4,.506,0.2,0.7,.292,1.0,1.7,.590,.547,0.7,1.0,.722,0.7,1.1,1.8,0.4,0.6,0.1,0.5,1.0,3.4
188,Jeff Green\greenje02,C,34,BRK,63,38,27.4,3.7,7.7,.477,1.4,3.6,.392,2.3,4.1,.552,.569,1.9,2.4,.771,0.5,3.4,3.9,1.7,0.6,0.4,0.8,1.8,10.7
189,Josh Green\greenjo02,SG,20,DAL,34,5,10.7,1.0,2.2,.446,0.1,0.6,.143,0.9,1.6,.566,.466,0.3,0.5,.647,0.7,1.2,1.9,0.6,0.4,0.1,0.5,0.7,2.4
190,Blake Griffin\griffbl01,PF,31,TOT,41,25,26.2,3.7,9.0,.410,1.5,4.6,.335,2.2,4.5,.486,.495,2.0,2.7,.743,0.7,4.4,5.1,3.1,0.7,0.3,1.5,2.4,10.9
191,Kyle Guy\guyky01,PG,23,SAC,27,0,7.2,0.9,2.8,.333,0.4,1.5,.250,0.6,1.3,.429,.400,0.5,0.6,.875,0.2,0.9,1.0,0.9,0.1,0.0,0.3,0.6,2.7
192,Rui Hachimura\hachiru01,PF,22,WAS,52,52,31.5,5.3,11.1,.478,0.8,2.4,.331,4.5,8.7,.518,.513,2.3,3.0,.772,0.9,4.7,5.5,1.5,0.8,0.1,1.3,2.1,13.8
193,Ashton Hagans\haganas01,PG,21,MIN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
194,Tyrese Haliburton\halibty01,PG,20,SAC,58,20,30.1,5.0,10.7,.472,2.1,5.1,.409,2.9,5.6,.529,.569,0.8,1.0,.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,1.4,13.0
195,Donta Hall\halldo01,PF,23,ORL,8,0,11.5,1.1,1.8,.643,0.0,0.0,,1.1,1.8,.643,.643,0.9,1.5,.583,1.8,2.6,4.4,0.9,0.5,0.8,0.4,1.0,3.1
196,Josh Hall\halljo01,SF,20,OKC,18,0,13.9,1.0,3.8,.265,0.2,1.5,.111,0.8,2.3,.366,.287,1.1,2.0,.556,0.3,2.2,2.4,1.2,0.2,0.1,1.1,1.3,3.3
197,R.J. Hampton\hamptrj01,PG-SG,19,TOT,46,1,16.2,2.3,5.4,.429,0.5,1.5,.296,1.8,3.8,.483,.472,1.0,1.4,.703,0.5,2.7,3.2,1.3,0.5,0.2,0.9,1.2,6.0
198,Tim Hardaway Jr.\hardati02,SG,28,DAL,64,25,28.5,5.8,13.1,.441,2.9,7.5,.390,2.8,5.5,.510,.553,1.9,2.4,.795,0.3,3.1,3.4,1.7,0.4,0.2,1.0,1.6,16.4
199,James Harden\hardeja01,PG-SG,31,TOT,42,42,37.1,8.0,17.2,.463,2.8,7.8,.358,5.2,9.4,.549,.544,6.5,7.5,.870,0.8,7.2,8.0,10.9,1.2,0.7,4.1,2.3,25.2
200,Maurice Harkless\harklma01,PF-SF,27,TOT,32,18,19.9,1.7,3.9,.424,0.5,2.0,.254,1.2,1.9,.597,.488,0.8,0.9,.800,0.4,1.8,2.2,0.9,0.8,0.5,0.6,2.2,4.6
201,Jared Harper\harpeja01,PG,23,NYK,7,0,2.1,0.0,0.6,.000,0.0,0.1,.000,0.0,0.4,.000,.000,0.4,0.6,.750,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.4
202,Montrezl Harrell\harremo01,C,27,LAL,65,1,23.3,5.5,8.8,.624,0.0,0.2,.000,5.5,8.7,.635,.624,2.7,3.8,.706,2.4,4.0,6.4,1.1,0.7,0.8,1.1,1.9,13.7
203,Gary Harris\harriga01,SG,26,TOT,33,32,28.7,3.5,8.9,.399,1.2,3.6,.339,2.3,5.3,.440,.468,1.8,2.2,.811,0.5,1.7,2.2,2.1,0.8,0.3,0.9,2.0,10.1
204,Jalen Harris\harrija01,SG,22,TOR,9,0,6.0,0.9,2.0,.444,0.7,1.0,.667,0.2,1.0,.222,.611,0.0,0.0,,0.2,0.4,0.7,0.6,0.3,0.0,0.3,0.7,2.4
205,Joe Harris\harrijo01,SF,29,BRK,67,63,31.0,5.2,10.2,.507,3.1,6.5,.478,2.1,3.8,.556,.658,0.7,0.9,.774,0.6,2.9,3.6,1.8,0.7,0.2,0.9,2.0,14.2
206,Tobias Harris\harrito02,PF,28,PHI,57,57,32.6,7.7,14.8,.520,1.3,3.3,.402,6.3,11.4,.554,.565,2.9,3.3,.894,1.0,5.9,6.9,3.6,0.9,0.8,1.8,2.0,19.6
207,Shaquille Harrison\harrish01,SG,27,TOT,28,0,8.0,0.8,2.0,.386,0.1,0.3,.333,0.7,1.7,.396,.412,0.5,0.6,.833,0.2,1.0,1.1,0.5,0.5,0.1,0.3,0.8,2.2
208,Josh Hart\hartjo01,SF,25,NOP,47,4,28.7,3.2,7.3,.439,1.3,4.1,.326,1.9,3.2,.583,.531,1.5,1.9,.775,1.1,6.9,8.0,2.3,0.8,0.3,1.0,2.4,9.2
209,Isaiah Hartenstein\harteis01,C,22,TOT,45,2,12.1,2.1,3.7,.560,0.0,0.1,.333,2.0,3.6,.569,.566,1.0,1.6,.648,1.4,2.6,4.0,1.2,0.4,0.9,0.9,2.2,5.2
210,Jaxson Hayes\hayesja02,C,20,NOP,54,3,15.3,2.6,3.9,.656,0.1,0.1,.429,2.5,3.8,.663,.663,1.4,1.7,.787,1.4,2.7,4.0,0.5,0.4,0.5,0.7,1.7,6.6
211,Killian Hayes\hayeski01,PG,19,DET,21,14,24.1,2.3,7.0,.331,0.6,2.3,.245,1.8,4.7,.374,.372,0.5,0.6,.769,0.2,2.2,2.5,5.0,1.2,0.4,3.1,2.1,5.7
212,Gordon Hayward\haywago01,SF,30,CHO,44,44,34.0,7.1,15.0,.473,1.9,4.7,.415,5.1,10.3,.499,.537,3.5,4.2,.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7,19.6
213,Juan Hernangómez\hernaju01,PF,25,MIN,47,6,17.4,2.6,5.8,.449,1.1,3.2,.342,1.5,2.6,.582,.544,1.2,1.9,.644,0.9,3.1,4.0,0.6,0.4,0.1,0.4,0.9,7.6
214,Willy Hernangómez\hernawi01,C,26,NOP,41,6,17.0,2.9,5.1,.569,0.0,0.2,.100,2.9,4.9,.592,.571,1.2,1.7,.686,2.3,4.2,6.6,0.9,0.4,0.5,0.6,1.3,7.0
215,Tyler Herro\herroty01,SG,21,MIA,48,14,30.7,5.6,13.1,.427,1.9,5.5,.344,3.7,7.6,.488,.499,1.9,2.3,.809,0.5,4.4,4.9,3.4,0.7,0.4,1.9,1.3,14.9
216,Buddy Hield\hieldbu01,SG,28,SAC,65,65,34.5,5.7,14.1,.405,4.0,10.2,.392,1.7,3.9,.438,.547,1.3,1.5,.848,0.4,4.4,4.7,3.4,0.9,0.4,1.8,2.5,16.7
217,George Hill\hillge01,PG,34,TOT,24,16,23.1,3.3,6.8,.485,1.0,2.8,.373,2.3,4.0,.563,.561,1.3,1.7,.780,0.6,1.6,2.3,2.6,0.8,0.2,1.0,0.9,9.0
218,Solomon Hill\hillso01,PF,29,ATL,67,14,21.5,1.6,4.3,.365,1.0,3.0,.325,0.6,1.3,.459,.479,0.5,0.6,.762,0.6,2.4,3.0,1.0,0.7,0.2,0.6,1.7,4.6
219,Nate Hinton\hintona01,SG,21,DAL,16,0,3.6,0.6,1.4,.391,0.1,0.5,.125,0.5,0.9,.533,.413,0.3,0.4,.667,0.1,0.3,0.4,0.3,0.3,0.1,0.3,0.2,1.4
220,Jaylen Hoard\hoardja01,SF,21,OKC,14,0,15.3,1.9,4.1,.466,0.0,0.4,.000,1.9,3.7,.519,.466,1.4,2.1,.655,1.2,2.1,3.4,0.9,0.6,0.2,1.1,1.2,5.2
221,Aaron Holiday\holidaa01,PG,24,IND,64,8,17.8,2.6,6.6,.396,1.0,2.8,.379,1.6,3.9,.409,.475,1.0,1.2,.823,0.2,1.1,1.3,1.8,0.7,0.2,1.0,1.4,7.3
222,Jrue Holiday\holidjr01,PG,30,MIL,54,51,32.2,7.0,13.8,.505,1.9,4.8,.397,5.1,9.1,.562,.574,1.8,2.3,.772,1.2,3.4,4.6,5.9,1.7,0.6,2.2,1.7,17.6
223,Justin Holiday\holidju01,SG,31,IND,66,48,30.2,3.5,8.6,.407,2.3,6.2,.376,1.2,2.4,.487,.543,0.9,1.2,.789,0.4,3.1,3.6,1.7,1.1,0.5,0.8,1.8,10.3
224,Rondae Hollis-Jefferson\holliro01,PF,26,POR,9,1,10.2,0.9,1.9,.471,0.0,0.1,.000,0.9,1.8,.500,.471,1.0,1.6,.643,1.1,1.3,2.4,1.2,0.2,0.4,0.2,1.6,2.8
225,Richaun Holmes\holmeri01,C,27,SAC,57,57,29.6,6.1,9.5,.639,0.0,0.2,.182,6.1,9.3,.648,.641,2.2,2.8,.789,2.5,6.1,8.5,1.6,0.6,1.6,1.3,3.6,14.4
226,Rodney Hood\hoodro01,SF,28,TOT,54,5,17.2,1.7,4.8,.360,0.6,2.1,.301,1.1,2.7,.407,.426,0.4,0.5,.852,0.4,1.5,1.9,1.0,0.4,0.1,0.7,1.4,4.5
227,Al Horford\horfoal01,C,34,OKC,28,28,27.9,5.8,12.9,.450,2.0,5.4,.368,3.8,7.4,.510,.528,0.6,0.8,.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7,14.2
228,Talen Horton-Tucker\hortota01,SG,20,LAL,60,3,19.6,3.4,7.4,.455,0.5,2.0,.258,2.9,5.4,.528,.490,1.5,1.9,.786,0.4,2.3,2.6,2.6,0.9,0.3,1.5,2.0,8.8
229,Danuel House\houseda01,SF,27,HOU,33,22,26.8,3.1,7.6,.406,1.5,4.4,.354,1.5,3.2,.477,.508,1.2,1.8,.661,0.5,3.2,3.8,1.8,0.6,0.5,0.9,1.9,8.9
230,Dwight Howard\howardw01,C,35,PHI,64,5,17.3,2.6,4.4,.589,0.1,0.3,.222,2.5,4.1,.615,.596,1.8,3.0,.577,2.8,5.6,8.4,0.8,0.4,0.9,1.6,2.9,7.0
231,Markus Howard\howarma02,SG,21,DEN,32,0,3.3,0.4,1.7,.241,0.2,1.2,.158,0.2,0.5,.438,.296,0.1,0.1,.500,0.0,0.4,0.4,0.4,0.1,0.0,0.3,0.5,1.1
